 -8.852406E-01 -2.574561E-02  3.868800E+03
 -7.557141E-01  1.311075E-01  9.740300E+03
 -1.269219E+00  2.214232E-01  1.885100E+03
 -5.156730E-01 -3.056834E-02  1.063100E+04
 -1.590961E+00  1.606697E-01  8.576500E+01
 -5.646448E-01 -1.011552E-01  1.703900E+04
 -5.350368E-01 -3.745113E-02  6.157600E+03
 -7.553487E-01 -1.777207E-02  4.661500E+03
 -7.712039E-01 -2.110028E-02  1.318600E+03
 -9.273053E-01 -2.141594E-02  9.291700E+02
 -1.077321E+00  1.006889E-01  5.651800E+03
 -1.085513E+00  1.910631E-01  2.043100E+04
 -1.151135E+00  1.665427E-01  8.775800E+02
 -7.941961E-01  3.548868E-02  1.570200E+03
 -9.833738E-01  6.843300E-02  3.063200E+03
 -1.032768E+00  7.332319E-02  8.415900E+03
 -5.828574E-01 -4.220017E-02  3.176600E+04
 -6.400817E-01 -2.494711E-02  3.291300E+04
 -1.057435E+00  2.381092E-01  1.641400E+03
 -1.964218E+00  3.731277E-01  9.570400E+02
 -8.456527E-01  5.023997E-02  2.593800E+03
 -1.274645E+00  2.169618E-01  1.333700E+04
 -9.435750E-01  1.695731E-01  1.607000E+04
 -8.066924E-01  6.581256E-02  3.304400E+04
 -1.224451E+00  2.889762E-02  1.657300E+03
 -7.152475E-01  9.747048E-02  5.661600E+03
 -1.065243E+00  1.354002E-01  4.199000E+03
 -8.834859E-01  1.580723E-01  2.111700E+04
 -1.067312E+00  1.688874E-01  4.494600E+03
 -1.005369E+00  6.678522E-02  4.004400E+03
 -6.934500E-01  4.079484E-02  1.206900E+04
 -1.521131E+00  2.173491E-01  1.666200E+03
 -1.078606E+00  4.115174E-02  4.609200E+03
 -6.822856E-01 -5.684705E-03  3.706500E+04
 -1.163955E+00  2.289940E-01  2.742700E+03
 -1.207514E+00  2.405387E-01  7.306300E+03
 -6.940072E-01  1.406610E-02  1.265200E+04
 -1.047663E+00  1.906051E-02  5.168500E+03
 -6.963016E-01  9.889283E-02  2.547200E+04
 -4.647755E-01  2.623172E-02  9.866200E+04
 -1.688676E+00  2.359623E-01  5.052700E+03
 -9.603292E-01  2.690106E-01  2.944300E+04
 -8.070588E-01 -4.730910E-02  4.473100E+03
 -5.294840E-01 -1.321207E-01  2.116700E+04
 -7.317094E-01  7.434804E-02  1.637300E+04
 -9.567186E-01  1.538933E-01  4.583600E+03
 -1.055442E+00  2.800435E-01  3.466600E+04
 -7.644997E-01 -7.250459E-03  2.621800E+03
 -1.199908E+00  1.648205E-01  2.245800E+03
 -9.753858E-01  1.830773E-01  3.713000E+04
 -7.495796E-01  1.959791E-02  5.549400E+03
 -8.413218E-01 -1.928208E-02  3.808200E+02
