 -1.870307E+00  3.134229E-01  2.393685E-06      0      2      0      2      7      6
 -1.339416E+00  1.620728E-02  5.642252E-06      0      2      0      2      7      6
 -1.264976E+00 -7.994745E-02  2.046046E-06      0      2      0      2      7      6
 -1.349457E+00  1.593027E-01  5.411754E-07      0      2      0      2      7      6
 -1.266491E+00 -1.174557E-01  6.313478E-06      0      2      0      2      7      6
 -1.241249E+00 -9.689773E-02  3.698650E-07      0      2      0      2      7      6
 -1.290150E+00 -6.028352E-02  1.871150E-06      0      2      0      2      7      6
 -1.482675E+00  8.426102E-02  5.020688E-07      0      2      0      2      7      6
 -1.279504E+00 -5.101765E-02  3.475724E-06      0      2      0      2      7      6
 -1.227345E+00 -1.866893E-01  5.878985E-07      0      2      0      2      7      6
 -1.254887E+00 -2.016511E-02  5.819672E-06      0      2      0      2      7      6
 -1.382780E+00  3.208766E-02  6.214301E-06      0      2      0      2      7      6
 -1.334840E+00 -1.220414E-01  8.865802E-07      0      2      0      2      7      6
 -1.636776E+00  3.239732E-01  3.145975E-06      0      2      0      2      7      6
 -1.223378E+00 -1.083024E-01  2.549800E-06      0      2      0      2      7      6
 -1.144188E+00 -1.343187E-01  4.784177E-06      0      2      0      2      7      6
 -1.484181E+00  9.948686E-02  1.246097E-06      0      2      0      2      7      6
 -1.148800E+00 -1.540002E-01  3.052737E-06      0      2      0      2      7      6
 -1.606535E+00  2.284633E-01  1.896464E-06      0      2      0      2      7      6
 -1.329227E+00  8.060239E-03  4.016298E-06      0      2      0      2      7      6
 -1.403292E+00  2.392218E-02  6.578940E-06      0      2      0      2      7      6
 -2.226468E+00  3.896312E-01  3.384416E-07      0      2      0      2      7      6
 -1.335268E+00 -8.641521E-02  1.717856E-06      0      2      0      2      7      6
 -1.252523E+00 -1.108672E-01  6.606704E-06      0      2      0      2      7      6
 -1.282162E+00 -1.385173E-01  5.148519E-06      0      2      0      2      7      6
 -1.440748E+00  1.049427E-01  3.255842E-07      0      2      0      2      7      6
 -1.340437E+00 -5.412688E-02  6.716867E-06      0      2      0      2      7      6
 -1.384376E+00  3.804859E-02  1.169487E-06      0      2      0      2      7      6
 -1.191919E+00 -9.138728E-03  3.520116E-07      0      2      0      2      7      6
 -1.649667E+00  2.705838E-01  6.300042E-06      0      2      0      2      7      6
 -1.510427E+00  1.090791E-01  5.133450E-06      0      2      0      2      7      6
